variable,fuel,country,unit,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Energy Consumption,Petroleum and Other Liquids,Bahrain,Quad Btu,0.033,0.032,0.032,0.031,0.032,0.033,0.032527772,0.038620139,0.038399512,0.039368243,0.04159394,0.042839941,0.043892147,0.042558927,0.043132233,0.043633013,0.041361367,0.040249025,0.045069215,0.049772568,0.064866232,0.066017033,0.071778308,0.084746516,0.095743757,0.115836241,0.127181623,0.125101272,0.128957405,0.119311334,0.114930853,0.114448637,0.118627745,0.115267948,0.105904363,0.122963334,0.126554016
Energy Consumption,Petroleum and Other Liquids,Bangladesh,Quad Btu,0.068,0.071,0.074,0.064,0.067,0.069,0.072970216,0.070795729,0.075861406,0.080286897,0.075791885,0.081498843,0.080200409,0.085545817,0.096632181,0.108213704,0.111350266,0.119036501,0.121339067,0.140240665,0.144272588,0.172082584,0.171632222,0.179175847,0.161330013,0.165159382,0.166072838,0.160308533,0.15933564,0.14661582,0.171239347,0.219726807,0.229548159,0.222972384,0.238612049,0.230303974,0.240821778
Energy Consumption,Petroleum and Other Liquids,Barbados,Quad Btu,0.014,0.015,0.015,0.016,0.015,0.017,0.017740095,0.016871076,0.015338372,0.016672799,0.017515094,0.017761377,0.018276394,0.017803027,0.016831466,0.01749576,0.015605157,0.019200533,0.019748918,0.020369796,0.022365196,0.022597966,0.022868939,0.02312424,0.023267597,0.023591085,0.023627906,0.022794177,0.027069212,0.025500876,0.024542044,0.025764828,0.024089506,0.024345011,0.021297151,0.022531485,0.023381963
Energy Consumption,Petroleum and Other Liquids,Belarus,Quad Btu,--,--,--,--,--,--,--,--,--,--,--,--,0.791597976,0.619900305,0.512591765,0.48753415,0.438730788,0.39436133,0.36032435,0.333023167,0.335808246,0.325571227,0.335085457,0.343002014,0.339713962,0.315656314,0.363340933,0.337774414,0.343541828,0.384208344,0.314808059,0.365026396,0.372417907,0.334217966,0.350313412,0.296215074,0.284674068
Energy Consumption,Petroleum and Other Liquids,Belgium,Quad Btu,1.12837983,1.031169895,0.955138205,0.870128975,0.813053148,0.852212851,0.959582874,0.964330178,0.994904065,0.975299882,0.979377024,1.049106013,1.06886328,1.052532847,1.166361838,1.158262414,1.250826733,1.286520403,1.311675435,1.262884528,1.293309994,1.296902507,1.319204554,1.395887611,1.420985985,1.423563177,1.396517824,1.415403066,1.500560295,1.324716502,1.391593255,1.296988206,1.267844315,1.302513085,1.281482748,1.340147991,1.366870113
Energy Consumption,Petroleum and Other Liquids,Belize,Quad Btu,0.003,0.003,0.003,0.003,0.003,0.003,0.003706413,0.002958679,0.002170795,0.003299884,0.004474302,0.005122906,0.00423037,0.004219679,0.004007066,0.004640998,0.00384811,0.006438024,0.006343403,0.006535154,0.007110946,0.007421169,0.007081943,0.007177939,0.006670774,0.007183963,0.007553798,0.006936074,0.006309599,0.006993087,0.007650772,0.006182629,0.006765303,0.007384702,0.007168964,0.008322945,0.007955241
Energy Consumption,Petroleum and Other Liquids,Benin,Quad Btu,0.006,0.006,0.004,0.006,0.006,0.007,0.006938075,0.005365737,0.006788055,0.006961391,0.008079239,0.009503914,0.010517156,0.011638828,0.012208374,0.013197488,0.014417728,0.01567363,0.017020826,0.007750556,0.02214085,0.025205827,0.029033862,0.033669875,0.035411035,0.033063201,0.045915429,0.054539607,0.055582493,0.061325609,0.070291623,0.065210943,0.061440526,0.062745586,0.066091262,0.073733677,0.072772512
Energy Consumption,Petroleum and Other Liquids,Bermuda,Quad Btu,0.008,0.007,0.007,0.008,0.008,0.007,0.006898958,0.009947155,0.010856062,0.013118413,0.009310567,0.008157057,0.006372845,0.007404973,0.007136151,0.007319365,0.007552188,0.007531977,0.007531977,0.007531992,0.00823178,0.008349479,0.008786658,0.008766686,0.009077513,0.009558814,0.010795871,0.012539087,0.011995108,0.009438427,0.011113202,0.00718221,0.007767438,0.007802241,0.010104616,0.008497225,0.01081503
Energy Consumption,Petroleum and Other Liquids,Bhutan,Quad Btu,3.80E-05,0.000326,0.000437,0.000398,0.000343,0.000444,0.000401478,0.000477224,0.000477207,0.000477224,0.001071284,0.001071284,0.001074007,0.001071284,0.001222029,0.001626376,0.001630619,0.001720512,0.001877083,0.001877116,0.002183855,0.002367255,0.002469352,0.002729652,0.002864525,0.003066343,0.0031726,0.00329626,0.003202624,0.003570766,0.004526029,0.005330612,0.006054345,0.00638686,0.005985097,0.006364048,0.006138541
Energy Consumption,Petroleum and Other Liquids,Bolivia,Quad Btu,0.05,0.052,0.049,0.048,0.046,0.044,0.04199774,0.040904747,0.04462444,0.047826753,0.049005776,0.050053071,0.051696475,0.052169388,0.05875781,0.065182065,0.067089447,0.070124713,0.078231363,0.089769268,0.081698776,0.074640936,0.078415944,0.083471554,0.092698041,0.091748142,0.098376407,0.108325607,0.10074306,0.099060392,0.107960587,0.126256524,0.141731406,0.13700165,0.148530879,0.156475908,0.17660049
Energy Consumption,Petroleum and Other Liquids,Bosnia and Herzegovina,Quad Btu,--,--,--,--,--,--,--,--,--,--,--,--,0.073091225,0.047452884,0.041156232,0.040305965,0.038834247,0.038957618,0.043804015,0.044844375,0.048523225,0.047919656,0.046263016,0.043453503,0.050856163,0.048002055,0.051898122,0.05526985,0.063519495,0.070645808,0.071583654,0.073179856,0.066107181,0.061869314,0.063016853,0.065717618,0.072039414
Energy Consumption,Petroleum and Other Liquids,Botswana,Quad Btu,0.006,0.006,0.004,0.004,0.004,0.008,0.007122555,0.008547459,0.009599621,0.011660473,0.012558044,0.014516087,0.016671483,0.016283453,0.016283453,0.016283453,0.016328065,0.018667382,0.018711785,0.018711805,0.024742596,0.02711262,0.027828742,0.029765872,0.028185707,0.029107019,0.03144583,0.034194359,0.038118644,0.035292094,0.037194388,0.038571607,0.03955327,0.04150615,0.043050315,0.042582453,0.04267743
Energy Consumption,Petroleum and Other Liquids,Brazil,Quad Btu,2.396,2.242,2.179,2.002,2.123,2.21,2.522126275,2.571449455,2.652796914,2.67365785,3.38855342,3.11331057,3.190327206,3.310666435,3.507212365,3.755538655,4.012347102,4.27541071,4.424202595,4.51341991,4.485033018,4.445431331,4.417579196,4.297271449,4.459103405,4.550029283,4.620906694,4.930463371,5.269750217,5.276100601,5.698197494,5.858226587,6.099145499,6.371987731,6.654376401,6.40844779,6.020299596
Energy Consumption,Petroleum and Other Liquids,Brunei,Quad Btu,0.009,0.01,0.008,0.01,0.011,0.012,0.010927415,0.012234942,0.012269743,0.013678975,0.014282507,0.02142352,0.014411777,0.019077096,0.021533871,0.022379393,0.025875285,0.025803223,0.024801351,0.027352209,0.026423497,0.026370254,0.027331404,0.028190535,0.028388,0.028394265,0.030139836,0.030970793,0.034487647,0.033961641,0.035252375,0.037346536,0.035759201,0.035233359,0.033555771,0.036262586,0.032080998
Energy Consumption,Petroleum and Other Liquids,Bulgaria,Quad Btu,0.664,0.637,0.639,0.638,0.638,0.631,0.62026056,0.598940545,0.6046686,0.505645085,0.41014466,0.259538725,0.276069042,0.248511345,0.269698135,0.276807605,0.24819741,0.22487358,0.216662552,0.20381089,0.184474286,0.193018044,0.195689749,0.205829023,0.210741167,0.223628999,0.225658843,0.216528538,0.214261684,0.204434101,0.179205507,0.169026298,0.174010923,0.162174283,0.178371523,0.192867421,0.19425999
Energy Consumption,Petroleum and Other Liquids,Burkina Faso,Quad Btu,0.006,0.006,0.006,0.006,0.006,0.006,0.006886218,0.007191413,0.007541693,0.006759017,0.006863448,0.007913087,0.007933335,0.008547808,0.009329966,0.009329966,0.009776109,0.016118309,0.014738974,0.014738976,0.013543204,0.015376119,0.015892632,0.017515099,0.015530487,0.016487431,0.016391751,0.023502656,0.025530302,0.023894534,0.025511826,0.029349834,0.0348624,0.042193525,0.039385885,0.047982621,0.046927512
Energy Consumption,Petroleum and Other Liquids,Burma (Myanmar),Quad Btu,0.048,0.048,0.05,0.059,0.062,0.061,0.036258279,0.033980807,0.034963577,0.034849762,0.031626046,0.032969757,0.034786618,0.034409098,0.03943606,0.038086886,0.040667852,0.051768583,0.061387351,0.076573051,0.081556058,0.065424407,0.065619535,0.075511138,0.076937511,0.075160208,0.076464892,0.07504824,0.058947065,0.048462614,0.055203462,0.051301031,0.093143064,0.123882101,0.189277181,0.234649062,0.247460638
Energy Consumption,Petroleum and Other Liquids,Burundi,Quad Btu,0.001,0.002,0.001,0.002,0.002,0.002,0.002077395,0.002214186,0.003539448,0.004047047,0.004260724,0.004894546,0.004501233,0.005105334,0.005317946,0.005105334,0.005349072,0.005334809,0.005547422,0.00554743,0.004535981,0.003503499,0.003140584,0.002490835,0.003127034,0.002488443,0.003096402,0.005264768,0.003037096,0.002948637,0.003326645,0.003947014,0.003509392,0.004124998,0.003374483,0.002807966,0.003072301
Energy Consumption,Petroleum and Other Liquids,Cambodia,Quad Btu,0.004,0.004,0.005,0.005,0.006,0.006,0.005885443,0.005885443,0.006339193,0.006321873,0.006321873,0.00672622,0.006744648,0.00672622,0.00672622,0.020429598,0.022484515,0.026838341,0.031540161,0.032544824,0.030092389,0.032063444,0.03199497,0.034595933,0.035768513,0.040429957,0.04367855,0.05074542,0.050409183,0.061515816,0.06916634,0.070038992,0.073756188,0.073660415,0.076520885,0.086041125,0.096492972
Energy Consumption,Petroleum and Other Liquids,Cameroon,Quad Btu,0.033,0.033,0.039,0.039,0.039,0.04,0.045834128,0.042307296,0.040663844,0.049879112,0.050575714,0.050851946,0.05163173,0.04261886,0.046947505,0.048087144,0.046513513,0.048429332,0.04823924,0.04435053,0.046368762,0.045338492,0.047640121,0.049993644,0.050110114,0.04854106,0.05835344,0.06420791,0.06211666,0.072238924,0.079011967,0.08687978,0.080417324,0.062736655,0.086654712,0.091348593,0.08098848
Energy Consumption,Petroleum and Other Liquids,Canada,Quad Btu,3.896123436,3.658928995,3.253608905,2.97229282,3.042406888,3.037175182,3.048982856,3.184137222,3.335804651,3.482987514,3.502759833,3.364916528,3.454958752,3.48971122,3.546261516,3.63872231,3.75980712,3.930307583,3.93338333,4.096862744,4.098324608,4.120243008,4.155398318,4.385637082,4.554715478,4.738833248,4.722278877,4.90395308,4.733183217,4.603488616,4.834652359,4.887510371,4.987740286,4.928845719,4.849553383,4.908791524,5.031087482
Energy Consumption,Petroleum and Other Liquids,Cape Verde,Quad Btu,0.005,0.005,0.002,0.002,0.002,0.002,0.000656591,0.000697174,0.000962817,0.001173256,0.001173256,0.001173256,0.001389207,0.001385869,0.001621436,0.001577146,0.001776453,0.001772181,0.001772181,0.001772203,0.004580373,0.005127608,0.005578808,0.005555068,0.006069799,0.009500648,0.010089382,0.011252743,0.011415082,0.010800055,0.011597074,0.013604306,0.01174821,0.011435103,0.012331241,0.011811942,0.011829956
Energy Consumption,Petroleum and Other Liquids,Cayman Islands,Quad Btu,0.001,0.002,0.002,0.002,0.002,0.002,0.001519515,0.001604863,0.003908296,0.0038981,0.004143399,0.00410115,0.004159819,0.003942102,0.004547746,0.004872268,0.004885616,0.004873146,0.004873146,0.004873167,0.007106775,0.007196546,0.007459981,0.007556409,0.007142248,0.007352567,0.007457443,0.008912809,0.009152626,0.008493058,0.008532452,0.008982827,0.008299163,0.008192369,0.008330495,0.008813178,0.009075836
Energy Consumption,Petroleum and Other Liquids,Central African Republic,Quad Btu,0.002,0.003,0.003,0.003,0.003,0.003,0.003490568,0.003206885,0.003215371,0.003206885,0.003440499,0.003653112,0.0034704,0.003860067,0.004067022,0.004066563,0.004290899,0.004279634,0.004279634,0.004279649,0.004627619,0.004805653,0.004805653,0.004544096,0.004522369,0.004625022,0.004855786,0.004948923,0.005037715,0.005037715,0.005209695,0.005442808,0.005671643,0.005632317,0.005693966,0.005755615,0.005772857
Energy Consumption,Petroleum and Other Liquids,Chad,Quad Btu,0.004,0.004,0.004,0.004,0.002,0.002,0.003905135,0.003468522,0.002107094,0.002310553,0.004842245,0.004734707,0.004747679,0.002278184,0.002490797,0.002490797,0.002497621,0.002697752,0.002697752,0.002697752,0.003521715,0.003380168,0.003336714,0.003298285,0.003474965,0.003740063,0.003796554,0.003831318,0.003855882,0.004073154,0.004416996,0.004647304,0.004660037,0.00469945,0.00469945,0.004758952,0.004800312
Energy Consumption,Petroleum and Other Liquids,Chile,Quad Btu,0.227151678,0.219220095,0.214908715,0.201843905,0.204973721,0.198209309,0.209375349,0.218216687,0.242151821,0.273415197,0.2952622,0.310241683,0.335589707,0.363639954,0.397469262,0.431152552,0.470938105,0.496350428,0.515177423,0.52741314,0.483083897,0.469530072,0.48281613,0.502282112,0.534986649,0.554028093,0.568304915,0.718613088,0.75830216,0.706205811,0.652786612,0.673652578,0.674880702,0.684490522,0.676581603,0.669048496,0.713098403
Energy Consumption,Petroleum and Other Liquids,China,Quad Btu,0.15356628,0.1365903,0.1324512,0.14279895,0.1452654,0.1448685,4.361179505,4.583327995,4.901685012,5.098849615,4.911002365,5.10769904,5.65465791,6.256997535,6.63366987,7.045953795,7.883265582,7.498833568,8.46390032,8.978183495,9.652490692,9.883304226,10.66870594,11.8532622,13.99649815,14.27620681,15.32877414,16.19389913,16.45946447,17.34506122,19.04033826,20.48698923,21.55855824,22.50531981,23.56275764,24.94746352,25.69392108
Energy Consumption,Petroleum and Other Liquids,Colombia,Quad Btu,0.324,0.329,0.338,0.342,0.347,0.343,0.338908048,0.36677828,0.394836408,0.412918295,0.388738505,0.40496093,0.455975976,0.47706157,0.485103469,0.501626435,0.554020385,0.567095317,0.576343578,0.553976779,0.562445233,0.548870464,0.546337633,0.533995136,0.567071558,0.551161329,0.574303896,0.543931049,0.554680844,0.524468171,0.546237344,0.626772593,0.672141624,0.669764589,0.690770654,0.655019877,0.721918164
Energy Consumption,Petroleum and Other Liquids,Comoros,Quad Btu,0.000613,0.000611,0.000611,0.000611,0.000621,0.000527,0.000344091,0.000748207,0.000749374,0.000748207,0.000888831,0.000857187,0.000858934,0.000857187,0.000857187,0.000856587,0.000858934,0.000857187,0.001048922,0.001048939,0.001475394,0.001540576,0.001540576,0.001967424,0.002154279,0.00206737,0.002414631,0.001578951,0.001610723,0.001975741,0.002355781,0.002111567,0.002217072,0.002660491,0.002374466,0.002565898,0.002694822
Energy Consumption,Petroleum and Other Liquids,Congo (Brazzaville),Quad Btu,0.01,0.012,0.01,0.008,0.008,0.012,0.011640624,0.013022848,0.011496759,0.013022848,0.014166348,0.012414676,0.012128837,0.011150349,0.010726036,0.010738154,0.010576229,0.010300994,0.010335632,0.00866229,0.0092607,0.011840087,0.009559248,0.012393718,0.013433541,0.015077198,0.017448619,0.020341451,0.022013226,0.025272756,0.028035264,0.030909598,0.030611061,0.034895287,0.035674392,0.035402838,0.035175155
Energy Consumption,Petroleum and Other Liquids,Congo (Kinshasa),Quad Btu,0.041,0.043,0.045,0.045,0.041,0.04,0.043320507,0.038641411,0.048168955,0.045359684,0.042642677,0.044833206,0.051152709,0.053017966,0.041159554,0.042353527,0.044365317,0.043001198,0.040742979,0.043365753,0.016380033,0.014520618,0.016465481,0.019322048,0.021279548,0.026407053,0.029755109,0.030043754,0.025526477,0.021823324,0.031496033,0.038428638,0.03784033,0.055037814,0.074714485,0.043372935,0.043195168
Energy Consumption,Petroleum and Other Liquids,Cook Islands,Quad Btu,0.000417,0.000837,0.000823,0.00083,0.00083,0.000828,0.000626523,0.000626523,0.000628239,0.000626523,0.000626523,0.000430879,0.000628239,0.000626523,0.000626523,0.000626523,0.000628239,0.000626523,0.000626523,0.000626523,0.000837084,0.000798156,0.000431675,0.000398362,0.000674971,0.001082858,0.001153692,0.000973279,0.000998889,0.00091936,0.001091741,0.001224275,0.00129851,0.001290617,0.001361304,0.001259762,0.001241158
Energy Consumption,Petroleum and Other Liquids,Costa Rica,Quad Btu,0.034,0.034,0.031,0.033,0.029,0.031,0.028053791,0.032887084,0.037872399,0.041099037,0.038939259,0.041389285,0.052279111,0.056625151,0.058141909,0.064130683,0.060932302,0.064293582,0.072028926,0.079310558,0.077590068,0.077853453,0.080378044,0.083245913,0.082056404,0.088481545,0.095184523,0.103521402,0.102309396,0.097079387,0.099246619,0.100547477,0.100337319,0.104084753,0.106361897,0.102279461,0.110030214
Energy Consumption,Petroleum and Other Liquids,Cote dIvoire (IvoryCoast),Quad Btu,0.06,0.063,0.058,0.063,0.062,0.063,0.066359628,0.073700946,0.076956368,0.076864073,0.063861276,0.05254624,0.052871116,0.060301285,0.061785266,0.060689025,0.063437755,0.057504473,0.055022947,0.061809794,0.061923313,0.059877481,0.061337197,0.047683649,0.058001216,0.073975748,0.053292383,0.050252045,0.057026043,0.051460717,0.056881804,0.048090138,0.069647493,0.078614782,0.084545034,0.095011257,0.102387787
Energy Consumption,Petroleum and Other Liquids,Croatia,Quad Btu,--,--,--,--,--,--,--,--,--,--,--,--,0.137281476,0.135335795,0.16582169,0.18886268,0.164836884,0.170238555,0.19154438,0.193256214,0.176278193,0.180332674,0.188323604,0.207952636,0.195336838,0.200548278,0.203189774,0.209937715,0.196909657,0.193666037,0.164669,0.163376307,0.15140035,0.141861545,0.140256532,0.145617624,0.141736062
Energy Consumption,Petroleum and Other Liquids,Cuba,Quad Btu,0.441,0.449,0.486,0.444,0.46,0.469,0.481228045,0.473555745,0.47953503,0.487970325,0.475169045,0.444084915,0.393940806,0.390090465,0.394468275,0.40406376,0.414444492,0.431523805,0.422752819,0.357577178,0.340737083,0.322533714,0.324431754,0.33110842,0.335325459,0.332541718,0.324301543,0.320534215,0.349377109,0.352514308,0.411437841,0.366998135,0.401917499,0.380432079,0.384970161,0.392942215,0.330716136
Energy Consumption,Petroleum and Other Liquids,Cyprus,Quad Btu,0.042,0.036,0.039,0.043,0.043,0.045,0.047483544,0.051453795,0.051787024,0.064203719,0.06856025,0.069345766,0.08019243,0.080084212,0.092157244,0.090685747,0.089395061,0.091410454,0.098302348,0.104705762,0.109726019,0.110065692,0.109059292,0.117608967,0.105816481,0.116962698,0.121460359,0.124961724,0.129635463,0.124873523,0.119655175,0.118325389,0.110890698,0.098380587,0.099396898,0.102306928,0.110959854
Energy Consumption,Petroleum and Other Liquids,Czech Republic,Quad Btu,--,--,--,--,--,--,--,--,--,--,--,--,--,0.325207484,0.332989359,0.350213946,0.360662259,0.34930386,0.362017503,0.359556274,0.349996387,0.367934751,0.361045649,0.384779419,0.423997594,0.438303901,0.435525115,0.435040834,0.445042373,0.424027782,0.416458365,0.407440701,0.402816895,0.387317523,0.414849351,0.403092464,0.369628846
Energy Consumption,Petroleum and Other Liquids,Denmark,Quad Btu,0.6248169,0.51981183,0.491534915,0.46580935,0.454435898,0.468384436,0.461513996,0.448925832,0.429235022,0.41035539,0.40324414,0.406918223,0.403699048,0.41652807,0.443831576,0.466953768,0.494003468,0.473750131,0.465233947,0.459376363,0.439130704,0.445329396,0.410821268,0.392185543,0.386175536,0.381585108,0.396344925,0.397219172,0.378267078,0.34599114,0.348543422,0.339827321,0.323982928,0.322123462,0.319708043,0.321115949,0.32958992
Energy Consumption,Petroleum and Other Liquids,Djibouti,Quad Btu,0.022,0.018,0.018,0.013,0.011,0.011,0.00971641,0.00992811,0.009725206,0.022855789,0.023482312,0.023482312,0.023776751,0.023923487,0.02457253,0.024343055,0.024409748,0.02457253,0.02457253,0.02457253,0.012057651,0.012012843,0.012047991,0.012497622,0.012155557,0.011494758,0.010741764,0.011180997,0.01250318,0.010857237,0.012364418,0.00933997,0.012319518,0.01271693,0.012938669,0.013095106,0.013278054
Energy Consumption,Petroleum and Other Liquids,Dominica,Quad Btu,0.000383,0.00051,0.00051,0.00051,0.000512,0.00058,0.000503201,0.000694936,0.000731301,0.000729657,0.000729657,0.000729657,0.000731301,0.000729657,0.000965225,0.001221068,0.001224413,0.00122167,0.00122167,0.001221695,0.001479551,0.001654493,0.001516902,0.00173913,0.002067666,0.002035736,0.002031383,0.002569669,0.002303045,0.00230849,0.002425109,0.002344211,0.00233055,0.002231696,0.002372794,0.002586272,0.002728042
Energy Consumption,Petroleum and Other Liquids,Dominican Republic,Quad Btu,0.081,0.077,0.083,0.099,0.087,0.089,0.098125505,0.10843347,0.122989176,0.121854885,0.133999165,0.127579545,0.13719144,0.122050525,0.138936885,0.149396325,0.159909426,0.17179601,0.176616565,0.200654005,0.283472737,0.273215597,0.28689981,0.244166715,0.22634653,0.243330744,0.239157541,0.238541762,0.238963151,0.231954827,0.237082015,0.2261276,0.240784374,0.231215982,0.22026941,0.246873928,0.264813444
Energy Consumption,Petroleum and Other Liquids,Ecuador,Quad Btu,0.173,0.182,0.199,0.175,0.17,0.176,0.188320655,0.184577945,0.189169662,0.18236641,0.1962532,0.20929903,0.240767244,0.2232997,0.24092263,0.24869786,0.262100286,0.271422395,0.280310875,0.259121165,0.285744851,0.312684884,0.319299802,0.331646797,0.363371246,0.391292784,0.409963239,0.421225795,0.433960479,0.468331006,0.489073871,0.493721875,0.507328335,0.550398692,0.573211134,0.557621658,0.518572224
Energy Consumption,Petroleum and Other Liquids,Egypt,Quad Btu,0.552,0.634,0.68,0.798,0.869,0.917,0.919056495,0.941090085,0.93301269,0.94151823,0.990390635,0.96966484,0.946016304,0.953515415,1.003529905,1.029063115,1.123829352,1.1782127,1.2346198,1.213506375,1.155857462,1.142856758,1.149828042,1.173107627,1.304704537,1.319836873,1.350082482,1.428177227,1.472533908,1.557065623,1.623576849,1.57719481,1.65014059,1.658806258,1.782497864,1.808229221,1.782496128
Energy Consumption,Petroleum and Other Liquids,El Salvador,Quad Btu,0.029,0.025,0.024,0.027,0.027,0.028,0.030952329,0.030552544,0.033234081,0.032236837,0.034214261,0.039652724,0.045404789,0.045895721,0.051213077,0.065195899,0.062667472,0.06609566,0.077305394,0.078491608,0.077526533,0.079840251,0.083597109,0.087204821,0.087718929,0.088427627,0.091984025,0.097086279,0.090327756,0.090244228,0.08867202,0.089335299,0.091832679,0.087795624,0.090642058,0.098809778,0.103190772
Energy Consumption,Petroleum and Other Liquids,Equatorial Guinea,Quad Btu,0.000826,0.000824,0.001,0.001,0.001,0.001,0.001036527,0.00107711,0.001079955,0.001714947,0.001714947,0.001714947,0.00171954,0.001714947,0.001714947,0.001714842,0.00171954,0.00192756,0.00192756,0.001927577,0.004136919,0.004845319,0.006272725,0.007695249,0.008634145,0.009102873,0.009780572,0.010294706,0.010517027,0.010488292,0.010488292,0.010488292,0.010517027,0.010488292,0.010488292,0.010269511,0.010512734
Energy Consumption,Petroleum and Other Liquids,Eritrea,Quad Btu,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.013251873,0.015181153,0.015516753,0.015676701,0.016648143,0.017280325,0.008858773,0.009705437,0.008848627,0.01060782,0.011553262,0.011560616,0.007938323,0.008152375,0.005799937,0.007016478,0.006994827,0.007124062,0.007574323,0.00772428,0.00806852,0.008412761,0.006564942
Energy Consumption,Petroleum and Other Liquids,Estonia,Quad Btu,--,--,--,--,--,--,--,--,--,--,--,--,0.069480168,0.073167936,0.068087986,0.053372537,0.057689775,0.056753755,0.056409241,0.052592824,0.044711673,0.050330103,0.052282579,0.050969252,0.053042895,0.054343743,0.058478877,0.062139979,0.059877119,0.053987404,0.055668376,0.054654231,0.064522258,0.063720286,0.060745276,0.059879895,0.060055553
Energy Consumption,Petroleum and Other Liquids,Ethiopia,Quad Btu,0.025,0.025,0.028,0.032,0.031,0.038,0.036052875,0.040916683,0.039350453,0.041387423,0.041490244,0.034335806,0.049935832,0.0460338,0.030319565,0.032776964,0.024304889,0.024238482,0.035910727,0.045351307,0.048742523,0.05087873,0.052851227,0.056359226,0.05972449,0.069277724,0.074839295,0.085294569,0.091340091,0.093346966,0.093361581,0.099062522,0.104664387,0.122813652,0.141094044,0.146659643,0.155239266
Energy Consumption,Petroleum and Other Liquids,Falkland Islands (Islas Malvinas),Quad Btu,0.000172,0.000173,0.000173,0.000173,0.000174,0.000215,0.00017063,0.00017063,0.00029693,0.000425225,0.000212613,0.000212613,0.000213195,0.000212613,0.000212613,0.000425225,0.000257024,0.000469037,0.000256425,0.000256442,0.000392819,0.000436273,0.000480102,0.000523557,0.000567386,0.000567386,0.000654669,0.000654669,0.000654669,0.000654669,0.000598066,0.000580722,0.000593833,0.000593833,0.000593833,0.000598179,0.000608362
Energy Consumption,Petroleum and Other Liquids,Faroe Islands,Quad Btu,0.006,0,0,0,0,0,0.007101851,0.007372964,0.007653286,0.00836323,0.009171012,0.00840201,0.008387984,0.008273167,0.00848578,0.009142891,0.009193584,0.009168465,0.009168713,0.009168717,0.01018471,0.011283143,0.010833611,0.010879188,0.011077308,0.01076211,0.010592779,0.011048959,0.010249311,0.009459347,0.010111358,0.009379666,0.009593132,0.010526875,0.009392731,0.009884637,0.010009815
Energy Consumption,Petroleum and Other Liquids,Fiji,Quad Btu,0.015,0.015,0.015,0.012,0.011,0.011,0.013650599,0.011062676,0.011240409,0.013181282,0.014000378,0.011670999,0.01213645,0.012967866,0.013260487,0.014445021,0.014904398,0.014868421,0.014453599,0.015811107,0.020957262,0.021598707,0.017312251,0.020790373,0.029094623,0.024532955,0.027220004,0.02462004,0.014466339,0.01557911,0.014804445,0.029942783,0.016117571,0.020427306,0.026748693,0.033809422,0.033069222
Energy Consumption,Petroleum and Other Liquids,Finland,Quad Btu,0.584323026,0.518420085,0.47441459,0.444103165,0.456087347,0.433686342,0.471663397,0.487198835,0.485987504,0.47822042,0.477339535,0.47747208,0.478257867,0.447159389,0.465189373,0.429141064,0.431023673,0.429354049,0.444831592,0.445089292,0.443620405,0.445925437,0.45741722,0.467021844,0.459664334,0.456390464,0.464380178,0.472464246,0.452750677,0.42361759,0.442257611,0.429925643,0.412726698,0.405143745,0.395182006,0.422720961,0.430688971
Energy Consumption,Petroleum and Other Liquids,Former Czechoslovakia,Quad Btu,0.778378934,0.763034325,0.71087108,0.692805405,0.650522248,0.642261867,0.634706,0.636572492,0.604093709,0.66248085,0.618360663,0.513144038,0.510705375,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Energy Consumption,Petroleum and Other Liquids,Former Serbia and Montenegro,Quad Btu,--,--,--,--,--,--,--,--,--,--,--,--,0.119235791,0.071257118,0.069288166,0.057835884,0.104850086,0.141698126,0.132102116,0.120601302,0.130731893,0.170261137,0.174154898,0.176367631,0.175711442,0.177188633,--,--,--,--,--,--,--,--,--,--,--
Energy Consumption,Petroleum and Other Liquids,Former U.S.S.R.,Quad Btu,18.733,18.702,18.978,18.695,18.663,18.674,19.02533629,19.0686231,18.81193518,18.23259753,17.47590545,17.38806163,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Energy Consumption,Petroleum and Other Liquids,Former Yugoslavia,Quad Btu,0.646,0.603,0.604,0.568,0.687,0.7,0.645830417,0.664684236,0.671844353,0.660207781,0.673027515,0.531990055,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Energy Consumption,Petroleum and Other Liquids,France,Quad Btu,4.805407248,4.269308275,3.966991915,3.86365275,3.654276579,3.600256472,3.618643067,3.658955427,3.700098749,3.781612847,3.754533186,3.992012847,3.98314554,3.862130699,3.835229916,3.949642646,4.017892322,4.050680023,4.217467289,4.199091099,4.142398575,4.242740383,4.108124474,4.137349928,4.16710367,4.121225017,4.117812984,4.080638393,4.007941312,3.840849498,3.758732358,3.679428894,3.602663116,3.53653595,3.478131935,3.478339068,3.406617337
